CAN Message; 0x62:00f60edec783d781
Timestamp;Amplitude
1739209817.476975;-45.120503652039325
1739209817.4769843;-38.13080360867914
1739209817.4769933;-38.13080360867914
1739209817.4770024;-45.120503652039325
1739209817.4770114;-38.13080360867914
1739209817.4770207;-45.120503652039325
1739209817.4770298;-45.120503652039325
1739209817.4770389;-28.58837851428586
1739209817.477048;-38.13080360867914
1739209817.4770572;-45.120503652039325
1739209817.4770663;-38.13080360867914
1739209817.4770753;-45.120503652039325
1739209817.4770844;-38.13080360867914
1739209817.4770937;-38.13080360867914
1739209817.4771028;-45.120503652039325
1739209817.4771118;-45.120503652039325
1739209817.4771209;-38.13080360867914
1739209817.4771302;-35.57807855764607
1739209817.4771392;-38.13080360867914
1739209817.4771483;-38.13080360867914
1739209817.4771574;-38.13080360867914
1739209817.4771667;-38.13080360867914
1739209817.4771757;-45.120503652039325
1739209817.4771848;-45.120503652039325
1739209817.4771938;-38.13080360867914
1739209817.4772031;-38.13080360867914
1739209817.4772122;-38.13080360867914
1739209817.4772213;-38.13080360867914
1739209817.4772303;-38.13080360867914
1739209817.4772396;-45.120503652039325
1739209817.4772487;-45.120503652039325
1739209817.4772577;-38.13080360867914
1739209817.4772668;-38.13080360867914
1739209817.477276;-35.57807855764607
1739209817.4772851;-38.13080360867914
1739209817.4772942;-38.13080360867914
1739209817.4773033;-38.13080360867914
1739209817.4773126;-45.120503652039325
1739209817.4773216;-38.13080360867914
1739209817.4773307;-45.120503652039325
1739209817.4773397;-45.120503652039325
1739209817.4773488;-38.13080360867914
1739209817.477358;-45.120503652039325
1739209817.4773672;-45.120503652039325
1739209817.4773762;-38.13080360867914
1739209817.4773853;-35.57807855764607
1739209817.4773946;-38.13080360867914
1739209817.4774036;-35.57807855764607
1739209817.4774127;-38.13080360867914
1739209817.4774218;-33.981070128970906
1739209817.477431;-31.141103565318915
1739209817.47744;-45.120503652039325
1739209817.4774492;-38.13080360867914
1739209817.4774582;-38.13080360867914
1739209817.4774675;-35.57807855764607
1739209817.4774766;-38.13080360867914
1739209817.4774857;-45.120503652039325
1739209817.4774947;-45.120503652039325
1739209817.477504;-38.13080360867914
1739209817.477513;-31.141103565318915
1739209817.4775221;-33.981070128970906
1739209817.4775312;-45.120503652039325
1739209817.4775405;-45.120503652039325
1739209817.4775496;-45.120503652039325
1739209817.4775586;-45.120503652039325
1739209817.4775677;-45.120503652039325
1739209817.477577;-38.13080360867914
1739209817.477586;-38.13080360867914
1739209817.477595;-45.120503652039325
1739209817.4776042;-45.120503652039325
1739209817.4776134;-45.120503652039325
1739209817.4776225;-38.13080360867914
1739209817.4776316;-33.981070128970906
1739209817.4776406;-38.13080360867914
1739209817.47765;-38.13080360867914
1739209817.477659;-38.13080360867914
1739209817.477668;-45.120503652039325
1739209817.477677;-45.120503652039325
1739209817.4776864;-38.13080360867914
1739209817.4776955;-45.120503652039325
1739209817.4777045;-45.120503652039325
1739209817.4777136;-45.120503652039325
1739209817.477723;-45.120503652039325
1739209817.477732;-45.120503652039325
1739209817.477741;-38.13080360867914
1739209817.47775;-45.120503652039325
1739209817.4777594;-45.120503652039325
1739209817.4777684;-38.13080360867914
1739209817.4777775;-38.13080360867914
1739209817.4777865;-45.120503652039325
1739209817.4777958;-38.13080360867914
1739209817.477805;-45.120503652039325
1739209817.477814;-31.141103565318915
1739209817.477823;-35.57807855764607
1739209817.477832;-38.13080360867914
1739209817.4778414;-45.120503652039325
1739209817.4778504;-27.267205301931607
1739209817.4778595;-32.816014438256545
1739209817.4778686;-38.13080360867914
1739209817.4778779;-45.120503652039325
1739209817.477887;-35.57807855764607
1739209817.477896;-35.57807855764607
1739209817.477905;-45.120503652039325
1739209817.4779143;-45.120503652039325
1739209817.4779234;-35.57807855764607
1739209817.4779325;-38.13080360867914
1739209817.4779415;-38.13080360867914
1739209817.4779508;-45.120503652039325
1739209817.4779599;-45.120503652039325
1739209817.477969;-38.13080360867914
1739209817.477978;-38.13080360867914
1739209817.4779873;-45.120503652039325
1739209817.4779963;-28.992665084841942
1739209817.4780054;-29.438486411369333
1739209817.4780145;-45.120503652039325
1739209817.4780238;-45.120503652039325
1739209817.4780328;-35.57807855764607
1739209817.478042;-35.57807855764607
1739209817.478051;-38.13080360867914
1739209817.4780602;-38.13080360867914
1739209817.4780693;-45.120503652039325
1739209817.4780784;-38.13080360867914
1739209817.4780874;-35.57807855764607
1739209817.4780967;-35.57807855764607
1739209817.4781058;-45.120503652039325
1739209817.4781148;-38.13080360867914
1739209817.478124;-45.120503652039325
1739209817.4781332;-45.120503652039325
1739209817.4781423;-45.120503652039325
1739209817.4781513;-45.120503652039325
1739209817.4781604;-38.13080360867914
1739209817.4781697;-45.120503652039325
1739209817.4781787;-45.120503652039325
1739209817.4781878;-38.13080360867914
1739209817.4781969;-35.57807855764607
1739209817.4782062;-45.120503652039325
1739209817.4782152;-32.816014438256545
1739209817.4782243;-30.49652367304973
1739209817.4782333;-45.120503652039325
1739209817.4782426;-45.120503652039325
1739209817.4782517;-38.13080360867914
1739209817.4782608;-38.13080360867914
1739209817.4782698;-45.120503652039325
1739209817.4782789;-38.13080360867914
1739209817.4782882;-45.120503652039325
1739209817.4782972;-45.120503652039325
1739209817.4783063;-45.120503652039325
1739209817.4783154;-45.120503652039325
1739209817.4783247;-33.981070128970906
1739209817.4783337;-35.57807855764607
1739209817.4783428;-45.120503652039325
1739209817.4783518;-45.120503652039325
1739209817.4783611;-45.120503652039325
1739209817.4783702;-38.13080360867914
1739209817.4783792;-33.981070128970906
1739209817.4783883;-45.120503652039325
1739209817.4783976;-45.120503652039325
1739209817.4784067;-38.13080360867914
1739209817.4784157;-38.13080360867914
