CAN Message; 0x150:020012632750098d
1739209677.603312;-38.13080360867914
1739209677.6033206;-38.13080360867914
1739209677.603329;-38.13080360867914
1739209677.6033375;-45.120503652039325
1739209677.6033459;-45.120503652039325
1739209677.6033545;-45.120503652039325
1739209677.603363;-45.120503652039325
1739209677.6033714;-45.120503652039325
1739209677.60338;-38.13080360867914
1739209677.6033885;-45.120503652039325
1739209677.603397;-38.13080360867914
1739209677.6034055;-38.13080360867914
1739209677.6034138;-38.13080360867914
1739209677.6034224;-35.57807855764607
1739209677.603431;-45.120503652039325
1739209677.6034393;-45.120503652039325
1739209677.603448;-45.120503652039325
1739209677.6034563;-38.13080360867914
1739209677.6034648;-38.13080360867914
1739209677.6034734;-45.120503652039325
1739209677.6034818;-45.120503652039325
1739209677.6034904;-45.120503652039325
1739209677.603499;-45.120503652039325
1739209677.6035073;-38.13080360867914
1739209677.6035159;-45.120503652039325
1739209677.6035242;-45.120503652039325
1739209677.6035328;-33.981070128970906
1739209677.6035414;-35.57807855764607
1739209677.6035497;-38.13080360867914
1739209677.6035583;-32.816014438256545
1739209677.603567;-38.13080360867914
1739209677.6035752;-38.13080360867914
1739209677.6035838;-45.120503652039325
