CAN Message; 0x1d3:00004597d468fb6b
1739209792.0222318;-45.120503652039325
1739209792.0222352;-38.13080360867914
1739209792.0222385;-38.13080360867914
1739209792.0222418;-38.13080360867914
1739209792.0222452;-45.120503652039325
1739209792.0222487;-31.141103565318943
1739209792.022252;-38.13080360867914
1739209792.0222554;-45.120503652039325
1739209792.0222588;-45.120503652039325
1739209792.022262;-45.120503652039325
1739209792.0222654;-38.13080360867914
1739209792.0222688;-38.13080360867914
1739209792.022272;-38.13080360867914
1739209792.0222754;-29.438486411369333
1739209792.0222788;-45.120503652039325
1739209792.0222824;-38.13080360867914
1739209792.0222857;-38.13080360867914
1739209792.022289;-45.120503652039325
1739209792.0222924;-45.120503652039325
1739209792.0222957;-33.981070128970906
1739209792.022299;-45.120503652039325
1739209792.0223024;-33.981070128970956
1739209792.0223057;-33.981070128970906
1739209792.022309;-35.57807855764607
1739209792.0223124;-45.120503652039325
1739209792.0223157;-45.120503652039325
1739209792.0223193;-38.13080360867914
1739209792.0223227;-45.120503652039325
1739209792.022326;-45.120503652039325
1739209792.0223293;-38.13080360867914
1739209792.0223327;-38.13080360867914
1739209792.022336;-38.13080360867914
1739209792.0223393;-38.13080360867914
1739209792.0223427;-38.13080360867914
1739209792.022346;-38.13080360867914
1739209792.0223494;-35.57807855764607
1739209792.022353;-38.13080360867914
1739209792.0223563;-33.981070128970906
1739209792.0223596;-35.57807855764607
1739209792.022363;-45.120503652039325
1739209792.0223663;-45.120503652039325
1739209792.0223696;-31.141103565318893
1739209792.022373;-45.120503652039325
1739209792.0223763;-45.120503652039325
1739209792.0223796;-38.13080360867914
1739209792.022383;-38.13080360867914
1739209792.0223866;-45.120503652039325
1739209792.02239;-45.120503652039325
1739209792.0223932;-38.13080360867914
1739209792.0223966;-45.120503652039325
1739209792.0224;-38.13080360867914
